Model,Approach,Natural Language,Atomic Proposition,Ground Truth,Generated Response,LLM Response
gemini-1.5-pro,few_shot,"If neither Max nor Claire fed Folly at 2:00, then she was hungry.","""Max fed Folly at 2:00 pm” : x1 ; ""Claire fed Folly at 2:00 pm” : x2; ""Folly was hungry” : x3",(!x1 & !x2) -> x3,"```python
formulaToFind = LImplies(LAnd(LNot(AtomicProposition(""x1"")), LNot(AtomicProposition(""x2""))), AtomicProposition(""x3""))
```",((!(x1) & !(x2)) -> x3)
gemini-1.5-pro,few_shot,Max is a student if and only if Claire is not.,"""Max is a student” : x1 ; ""Claire is a student” : x2",x1 <-> !x2,"```python
formulaToFind = LEquiv(AtomicProposition(""x1""), LNot(AtomicProposition(""x2"")))
```",(x1 <-> !(x2))
gemini-1.5-pro,few_shot,France will sign the treaty only if Germany does.,"""France will sign the treaty” :  x1 ; ""Germany will sign the treaty” :  x2",x1 -> x2,"```python
formulaToFind = LImplies(AtomicProposition(""x1""), AtomicProposition(""x2""))
```",(x1 -> x2)
gemini-1.5-pro,few_shot,Max was angry at 2:05 only if Claire fed either Folly or Scruffy five minutes before.,"""Max was angry at 2:05 pm” :  x1; “Claire fed Folly at 2:00 pm” : x2 ; ""Claire fed Scruffy at 2:00 pm” : x3",x1 -> (x2 | x3),"```python
formulaToFind = LImplies(AtomicProposition(""x1""), Yesterday(LOr(AtomicProposition(""x2""), AtomicProposition(""x3""))))
```",(x1 -> Y((x2 | x3)))
gemini-1.5-pro,few_shot,"If Tweedledee gets a party, so will Tweedledum, and vice versa.","""Tweedledee gets a party” :  x1 ; ""Tweedledum gets a party” :  x2",x1 <-> x2,"```python
formulaToFind = LEquiv(AtomicProposition(""x1""), AtomicProposition(""x2""))
```",(x1 <-> x2)
gemini-1.5-pro,few_shot,You can have dessert only if you eat all your lima beans,“Have dessert” : x1 ;  “Eat all Iima beans” : x2,x2 -> x1,"```python
formulaToFind = LImplies(AtomicProposition(""x1""), AtomicProposition(""x2""))
```",(x1 -> x2)
gemini-1.5-pro,few_shot,"If John and Mary went to the concert together, they must like each other","""John and Mary went to the concert together” : x1 ; ""John and Mary like each other” : x2",x1 -> x2,"```python
formulaToFind = LImplies(AtomicProposition(""x1""), AtomicProposition(""x2""))
```",(x1 -> x2)
gemini-1.5-pro,few_shot,"If you scratch my back, I’ll scratch yours.","""You scratch my back” : x1 ; ""I'll scratch your back” :  x2",x1 -> x2,"```python
formulaToFind = Always(LImplies(AtomicProposition(""x1""), Eventually(AtomicProposition(""x2""))))
```",G((x1 -> F(x2)))
gemini-1.5-pro,few_shot,"The unicorn, if it is not mythical, is a mammal, but if it is mythical, it is immortal.","""The unicorn is mythical” :  x1 ; ""The unicorn is a mammal” : x2 ; ""The unicorn is immortal” : x3",(!x1 -> x2) & (x1 -> x3),"```python
formulaToFind = LImplies(LNot(AtomicProposition(""x1"")), AtomicProposition(""x2""))
```",(!(x1) -> x2)
gemini-1.5-pro,few_shot,"The unicorn, if horned, is elusive and magical, but if not horned, it is neither.","""The unicorn is horned” : x1 ; ""The unicorn is a elusive” :  x2 ; ""The unicorn is magical” : x3",(x1 -> (x2 & x3)) & (!x1 -> !x2 & !x3),"```python
formulaToFind = LImplies(x1, LAnd(x2, x3))
```",Error: Could not extract formula from response
gemini-1.5-pro,few_shot,"If the unicorn is either immortal or a mammal, it is horned.","""The unicorn is immortal” : x1 ; ""The unicorn is a mammal” :  x2 ; ""The unicorn is horned” : x3",(x1 | x2) -> x3,"```python
formulaToFind = LImplies(LOr(AtomicProposition(""x1""), AtomicProposition(""x2"")), AtomicProposition(""x3""))
```",((x1 | x2) -> x3)
gemini-1.5-pro,few_shot,"It is not necessary—no, nor so much as convenient—that the legislative should be always in being; but absolutely necessary that the executive power should, because there is not always need of new laws to be made, but always need of execution of the laws that are made.","""The legislative power is in being (active)” : x1 ; ""The executive power is in being (active)” :  x2 ; ""There is a need for new laws to be made” : x3 ; ""There is a need for execution of existing laws” : x4",(!G x1) & (G x2) & (!G x3) ∧ (G x4),"```python
formulaToFind = LNot(Always(AtomicProposition(""x1"")))
```",!(G(x1))
gemini-1.5-pro,few_shot,The unicorn is horned if and only if magical or mythical.,"""The unicorn is horned” : x1 ; ""The unicorn is magical” : x2 ; ""The unicorn is a mythical” :  x3",x1 <-> (x2 | x3),"```python
formulaToFind = LEquiv(AtomicProposition(""x1""), LOr(AtomicProposition(""x2""), AtomicProposition(""x3"")))
```",(x1 <-> (x2 | x3))
gemini-1.5-pro,few_shot,"If the unicorn is not horned, it is not mythical.","""The unicorn is horned” : x1 ; ""The unicorn is a mythical” :  x2",!x1 -> !x2,"```python
formulaToFind = LImplies(LNot(AtomicProposition(""x1"")), LNot(AtomicProposition(""x2"")))
```",(!(x1) -> !(x2))
gemini-1.5-flash,zero_shot,Each waiting process will eventually enter its critical section,“Waiting process” : x1; “Critical section” : x2,G(x1 -> F(x2)),"```python
formulaToFind = Always(LImplies(AtomicProposition(""x1""), Eventually(AtomicProposition(""x2""))))
```",G((x1 -> F(x2)))
gemini-1.5-flash,zero_shot,a red phase must be preceded immediately by a yellow phase,“Red’ : x1; “Yellow” : x2;,G(x1 -> (Y(x2))),"```python
formulaToFind = Always(LImplies(AtomicProposition(""x1""), Yesterday(AtomicProposition(""x2""))))
```",G((x1 -> Y(x2)))
gemini-1.5-flash,zero_shot,The traffic lights are never both green simultaneously,“Green1” x1; “Green2” x2,G(!(x1&x2)),"```python
formulaToFind = Always(LNot(LAnd(AtomicProposition(name='Green1'), AtomicProposition(name='Green2'))))
```",G(!((Green1 & Green2)))
gemini-1.5-flash,zero_shot,The first traffic light is infinitely often green,“Green” x1,G(F(x1)),"```python
formulaToFind = Always(Eventually(AtomicProposition(name='x1')))
```",G(F(x1))
gemini-1.5-flash,zero_shot,"If one light switches from red to green, the other switches from green to red",“Red1’ : x1; “Green1” : x2; “Green2” : x3; “Red2’ : x4;,G ((x1 & X x2) -> (x3 & X x4)),"```python
formulaToFind = LImplies(Eventually(LAnd(AtomicProposition(""Red1""), Next(AtomicProposition(""Green1"")))), Eventually(LAnd(AtomicProposition(""Green2""), Next(AtomicProposition(""Red2"")))))
```",(F((Red1 & X(Green1))) -> F((Green2 & X(Red2))))
gemini-1.5-flash,zero_shot,Each process 1 and 2 will eventually enter its critical section,“Process enters critical section” : x1,F(x1),"```python
formulaToFind = LAnd(Eventually(AtomicProposition(name='x1')), Eventually(AtomicProposition(name='x1')))
```",(F(x1) & F(x1))
gemini-1.5-flash,zero_shot,Both traffic lights are infinitely often green,“Traffic light is green1” : x1; “Traffic light is green2” : x2,G(F(x1)) & G(F(x2)),"```python
formulaToFind = LAnd(Eventually(AtomicProposition(name='x1')), Eventually(AtomicProposition(name='x2')))
```",(F(x1) & F(x2))
gemini-1.5-flash,zero_shot,Every process that is continuously enabled from a certain time instant on gets its turn infinitely often.,"“Process is enabled” : x1; ""Process gets its turn” : x2",G(G(x1) -> F(x2)),"```python
formulaToFind = LImplies(Always(AtomicProposition(""x1"")), Always(Eventually(AtomicProposition(""x2""))))
```",(G(x1) -> G(F(x2)))
gemini-1.5-flash,zero_shot,Every process that requests access to the critical section will eventually be able to do so,"""Process requests access” : x1; ""Process is in its critical section” : x2",G(x1 -> x2),"```python
formulaToFind = Always(LImplies(AtomicProposition(""x1""), Eventually(AtomicProposition(""x2""))))
```",G((x1 -> F(x2)))
gemini-1.5-flash,zero_shot,Every process that is enabled infinitely often gets its turn infinitely often,“Every process enabled” : x1; “Every process get turn” : x2,G(F(x1)) -> G(F(x2)),"```python
formulaToFind = LImplies(Always(Eventually(AtomicProposition(name='x1'))), Always(Eventually(AtomicProposition(name='x2'))))
```",(G(F(x1)) -> G(F(x2)))
gemini-1.5-flash,zero_shot,Each traffic light is green infinitely often,“Traffic light is Green1” x1; “Traffic light is Green2” x2,G(F(x1))&G(F(x2)),"```python
formulaToFind = LAnd(Always(Eventually(AtomicProposition(""x1""))), Always(Eventually(AtomicProposition(""x2""))))
```",(G(F(x1)) & G(F(x2)))
gemini-1.5-flash,zero_shot,A should never occur,A : x1,G(!x1),"```python
formulaToFind = Always(LNot(AtomicProposition(name='x1')))
```",G(!(x1))
gemini-1.5-flash,zero_shot,A should eventually be followed by B,A : x1; B : x2,G(x1 -> F(x2)),"```python
formulaToFind = Eventually(Until(AtomicProposition(""x1""), AtomicProposition(""x2"")))
```",F((x1 U x2))
gemini-1.5-flash,zero_shot,A and B alternate infinitely often,A : x1; B : x2,G(F(x1)) & G(F(x2) &  G(X1 -> X(!x1 U x2)) & G (x2 -> X(!x2 U x1)),"```python
formulaToFind = LAnd(Always(LImplies(AtomicProposition(""x1""), Eventually(AtomicProposition(""x2"")))), Always(LImplies(AtomicProposition(""x2""), Eventually(AtomicProposition(""x1"")))))
```",(G((x1 -> F(x2))) & G((x2 -> F(x1))))
gemini-1.5-flash,zero_shot,"Whenever the input x is continuously high, then the output y is infinitely often high",x : x1; y : x2,G(G(x1)->G(F(x2))),"```python
formulaToFind = LImplies(Always(AtomicProposition(name='x1')), Eventually(AtomicProposition(name='x2')))
```",(G(x1) -> F(x2))
gemini-1.5-flash,zero_shot,"Whenever currently r2=0, then it will never be the case that after the next input r1=1",“r2=0” : x1; “r1=1” : x2,G(x1-> X(!(x2))),"```python
formulaToFind = LImplies(AtomicProposition(name='x1'), LNot(Eventually(Next(AtomicProposition(name='x2')))))
```",(x1 -> !(F(X(x2))))
gemini-1.5-flash,zero_shot,The configuration with x=1 and r1=0 never occurs.,“x=1” : x1; “r1=0” : x2,G(!(x1&x2)),"```python
formulaToFind = Always(LNot(LAnd(AtomicProposition(name='x1'), AtomicProposition(name='x2'))))
```",G(!((x1 & x2)))
gemini-1.5-flash,zero_shot,A should occur exactly once,A : x1,F(x1 & G(X(!x1))),"```python
formulaToFind = LAnd(Once(AtomicProposition(name='x1')), LNot(Eventually(LAnd(AtomicProposition(name='x1'), Next(AtomicProposition(name='x1'))))) )
```",(O(x1) & !(F((x1 & X(x1)))))
gemini-1.5-flash,zero_shot,"Once red, the light cannot become green immediately",“Red” : x1; “Green” : x2,G(x1 -> X(!x2)),"```python
formulaToFind = LImplies(Once(AtomicProposition(""x1"")), LNot(Next(AtomicProposition(""x2""))))
```",(O(x1) -> !(X(x2)))
gemini-1.5-flash,zero_shot,The car stops once the driver pushes the brake,“Car stops” : x1; “Push car brakes” : x2,G(x2 -> F(x1)),"```python
formulaToFind = Until(AtomicProposition(""x1""), AtomicProposition(""x2""))
```",(x1 U x2)
gemini-1.5-flash,zero_shot,"Whenever message m is in the out-buffer of S, then m will eventually be consumed by the receiver","""Message m is in the out-buffer of S” : x1; ""Message m is consumed by the receiver” : x2",G (x1 -> F(x2)),"```python
formulaToFind = Always(LImplies(AtomicProposition(""x1""), Eventually(AtomicProposition(""x2""))))
```",G((x1 -> F(x2)))
gemini-1.5-flash,zero_shot,every request will eventually lead to a response,“Request” : x1; “Response” : x2,G (x1 -> F(x2)),"```python
formulaToFind = Always(LImplies(AtomicProposition(""x1""), Eventually(AtomicProposition(""x2""))))
```",G((x1 -> F(x2)))
gemini-1.5-flash,zero_shot,"once red, the light always becomes green eventually after being yellow for some time",“Red” : x1; “Yellow” : x2; “Green” : x3,G(x1 -> (x1 U (x2 & (x2 U x3)))),"```python
formulaToFind = LAnd(Once(AtomicProposition(name='x1')), Always(LImplies(AtomicProposition(name='x1'), Eventually(LAnd(Until(AtomicProposition(name='x2'), AtomicProposition(name='x3')), AtomicProposition(name='x3'))))))
```",(O(x1) & G((x1 -> F(((x2 U x3) & x3)))))
gemini-1.5-flash,zero_shot,It is never the case that two successive outputs are high. ,“Output is high” : x1,G!(x1 & X(x1)),"```python
formulaToFind = Always(LNot(LAnd(AtomicProposition(""x1""), Next(AtomicProposition(""x1"")))))
```",G(!((x1 & X(x1))))
gemini-1.5-flash,zero_shot,Each process 1 and 2 will enter its critical section infinitely often,“Process enters critical section” : x1,G(F(x1)),"```python
formulaToFind = LAnd(Always(Eventually(AtomicProposition(""x1""))), Always(Eventually(AtomicProposition(""x2""))))
```",(G(F(x1)) & G(F(x2)))
gemini-1.5-flash,zero_shot,Something good will eventually happen,“Something good” : x1,F(x1),"```python
formulaToFind = Eventually(AtomicProposition(name=""x1""))
```",F(x1)
gemini-1.5-flash,zero_shot,Message m cannot be in both buffers at the same time,"""Message m is in the out-buffer of S” : x1; ”Message m is in the in-buffer of R” : x2",G!(x1 & x2),"```python
formulaToFind = LNot(LAnd(AtomicProposition(name='x1'), AtomicProposition(name='x2')))
```",!((x1 & x2))
gemini-1.5-flash,zero_shot,There is always one leader,“Leader” : x1,G(x1),"```python
formulaToFind = Always(Eventually(AtomicProposition(name='x1')))
```",G(F(x1))
gemini-1.5-flash,zero_shot,There must always be at most one leader,“At Most One Leader” : x1,G(x1),"```python
formulaToFind = Always(AtomicProposition(name='x1'))
```",G(x1)
gemini-1.5-flash,zero_shot,The machine provides beer infinitely often after initially providing soda three times in a row,“The machine provide beer” : x1,x1 & X(x1) & X(X(x1))->G(F(x1)),"```python
formulaToFind = LAnd(Eventually(Always(LAnd(AtomicProposition(""x1""), Next(AtomicProposition(""x1""))))), Historically(LAnd(AtomicProposition(""x1""),Next(AtomicProposition(""x1"")))))

```",(F(G((x1 & X(x1)))) & H((x1 & X(x1))))
gemini-1.5-flash,zero_shot,There will be enough leaders in due time,“EnoughLeaders” : x1,G(F(x1)),"```python
formulaToFind = Eventually(AtomicProposition(name=""EnoughLeaders""))
```
",F(EnoughLeaders)
gemini-1.5-flash,zero_shot,"If message m is offered first by S to its output buffer S.out and subsequently m , then m will be received by R before m","""Message m1 is offered by S” : x1 ; ”Message m2 is offered by S” : x2 ; ""Message m1 is received by R” : x3 ; ""Message m2 is received by R” : x4",G((x1 & F(x2)) -> (x3 U x4)),"```python
formulaToFind = LImplies(LAnd(x1, Next(x2)), Until(x3, x4))
```",Error: Could not extract formula from response
gemini-1.5-flash,zero_shot,A new leader will be an improvement over the previous one,“NewLeader” : x1; “ImprovementOverPreviousLeader” : x2,G(x1->x2),"```python
formulaToFind = LAnd(AtomicProposition(""NewLeader""), Eventually(AtomicProposition(""ImprovementOverPreviousLeader"")))
```
",(NewLeader & F(ImprovementOverPreviousLeader))
gemini-1.5-flash,zero_shot,a user can print only for a finite amount of time,“A User Can Print” : x1,G(x1 -> F(!x2)),"```python
formulaToFind = Eventually(LNot(Always(AtomicProposition(""x1""))))
```",F(!(G(x1)))
gemini-1.5-flash,zero_shot,In the presence of an active process with a higher identity the leader will resign at some time,"""There is an active process with a higher identity” : x1 ; ""The leader resigns” : x2",G(x1 -> F(x2)),"```python
formulaToFind = Eventually(LAnd(AtomicProposition(""x1""), AtomicProposition(""x2"")))
```",F((x1 & x2))
gemini-1.5-flash,zero_shot,a user can always request to use the printer ,“A user makes a request” : x1,G(F(x1)),"```python
formulaToFind = Always(AtomicProposition(name='x1'))
```",G(x1)
gemini-1.5-flash,zero_shot,A requested floor will be served sometime,“Requested floor” : x1 ; “served floor” : x2,G(x1 -> F(x2)),"```python
formulaToFind = Eventually(LAnd(AtomicProposition(""x1""), AtomicProposition(""x2"")))
```",F((x1 & x2))
gemini-1.5-flash,zero_shot,Again and again the elevator returns to floor 0,“Elevator At floor 0” : x1,G(F(x1)),"```python
formulaToFind = Always(Eventually(AtomicProposition(name='x1')))
```",G(F(x1))
gemini-1.5-flash,zero_shot,"if a user wants to print something, he/she eventually is able to do so. ",“A User Wants To Print” : x1; “A User Can Print” : x2,G(x1 -> F(x2)),"```python
formulaToFind = LImplies(AtomicProposition(""x1""), Eventually(AtomicProposition(""x2"")))
```",(x1 -> F(x2))
gemini-1.5-flash,zero_shot,"at the next time where x1 holds, x2 also holds",x1 : x1 ; x2 : x2,G(x1->X(x2)),"```python
formulaToFind = Eventually(LAnd(AtomicProposition(""x1""), AtomicProposition(""x2"")))
```",F((x1 & x2))
gemini-1.5-flash,zero_shot,User 1 and 2 must strictly alternate in printing,“User1 prints” : x1 ; “User2 prints” : x2,G(x1 -> X(x2)) & G(x2 -> X(x1)),"```python
formulaToFind = LAnd(Always(LImplies(AtomicProposition(""x1""), LAnd(LNot(Next(AtomicProposition(""x1""))), Next(AtomicProposition(""x2""))))), Always(LImplies(AtomicProposition(""x2""), LAnd(LNot(Next(AtomicProposition(""x2""))), Next(AtomicProposition(""x1""))))))
```",(G((x1 -> (!(X(x1)) & X(x2)))) & G((x2 -> (!(X(x2)) & X(x1)))))
gemini-1.5-flash,zero_shot,x2 holds as least as long as x1 does.,x1 : x1 ; x2 : x2,G (x1 -> (x1 U (!x1 | x2))),"```python
formulaToFind = Always(LImplies(AtomicProposition(""x1""), AtomicProposition(""x2"")))
```",G((x1 -> x2))
